text	labels
ES EL MEGOR JUEGO QUE E VISTO EN TODA MI VIDA ES LO MEGOR MEGOR YEA MEGIR JUEGO LE DOI 100000  ESTREYAS YEA 😃😊😇😏😸👍👍👍👍🙌🙌🙌🙌🙋💙💙💜💜💜💜	Other
I think you should make dual laser miniguns its a zoom ×10 semi auto and wall break and another weapon for the next update is the omega ryno its a mix beetween a minigun and a rocket launcher and plays opera when you shoot it its traits are automatic rocket louncher and 5×zoom if you had this update i would give you 1,000 stars and can you make pixel gun 3d compatible for samsung tablets but if in google play you could 1,000 stars i would give you 1,000 stars. ps the omega rhino is from rachet and clan a crack in time and can you make a pyro and ice turret the pyro turret burns the zombies and the ice turret frezes the zombies to death. thank you so much sincerily alvin javier de los santos	Other
Maincra con armas :)                 I love it :v	Other
I like this game so much i play it everyday	Other
Hermosura	Other
Me gusta mucho	Other
Me gusto mucho	Other
"FOR THE CREATORS OF PIXEL GUN I was playing pixel gun to save money to by the ""1 shot "" gun. When i accidently bought the Cthulhu squid. Pls can be a refund. Pls im VERY sad all of my money is gone."	Monetization
Its an awesome game	Other
is nice	Other
Cool	Other
Cooles Spiel	Other
I was alone one my team and people still join them this game is not balaced	Balance
Must bomb every jogo	Other
The guns are very expensive and the coins and diamonds getting very hard. İt's a good game but evry gun is expensive	Monetization
I have too epic pets i like this game.	Other
Very good game. I love this game because i like play pixel game. Thanks for create this game💪❤	Other
Super cool Super cool Super cool	Other
Is a cool game ever.Hey developers pls pls🙏🙏🙏🙏🙏 add removed guns exemple heavy shotgun, Big buddy , water gun, sparkly blaster etc. Pls pls with this weapons =super game ever pls add this weapons🙏🙏🙏🙏🙏.Add world 4 in campaingn or make in you tube or make a trailer with world 4 pls pls pls pls .Apropo sunt Roman.	Other
Please can you fix it i open pg3d and it dont want play game	Bug
Love this Game	Other
Trop bon passe Temp	Other
BOM GOSTEI MUITO 😎🙄😉	Other
Muito bommmmm	Other
Cool	Other
All i want is an easy restart button to be lvl 1 again whenever you want, and a way to sell guns	Other
Bem melhor que Bloco city wars	Other
Tres cool	Other
It to cool	Other
Super this game is very dynamic.	Other
This the best game ever	Other
WHY I LOST MY ACCOUNT	Bug
Is awesome bit  all hackers Cole  It	Other
Cooles spiel	Other
Christiania	Other
Trop cool	Other
Pleass fix some bug if you fix bug i give five star	Bug
Cool	Other
Great	Other
Ist cool	Other
Cool	Other
Loved it	Other
This is the best pixel game multiplayer game exiting game everrrrr	Other
Amazing game for free time	Other
JOCU ASTA LAM JUCAT MAI DE MULT SI IEREA SUPER FAIN DAR ACUM IE BESTIAL IE SUPER MEGA TARE RECOMAND	Other
It was a great game	Other
Good . I love the action but barely any coins are given out	Monetization
Hi I have played this game for a while with my friends and we have thought of an idea to add a trading feature in the clans	Other
Mist awesome game	Other
Ummm I mean #BEST GAME EVER	Other
This gme is gross it is not even playing	Other
Great game and nice equal opportunity	Other
This game is the best out there	Other
The crash pls fix	Bug
I don't know why when I start multiplayer the game closes solve this for me	Bug
Clan ID20247394 į TOP 3  Facebook Pixel Gun 3D [LT•K]	Other
Excellent game but it crashes sometimes.	Bug
I honestly love this game it relaxes me when I am stressed	Other
Love it beast game ever	Other
This is the best game ever played in like 5 years ago	Other
It is pay to win	Monetization
I think it's an absolutely BRILLIANT game. All the Shoot Em Up I've played have really bad controls, but this one I can do the controls easily. So many different options for the guns, and maps. My only issue is some things are epic but should be legendary, or epic and should be rare or uncommon or sometimes even common they're so bad. But I don't think I will be buying any guns for a loooonnnnggggg time... Another thing is that I have been playing campaign and have completed it but I really want another world, like fighting YouTube or attacking Nyan Cat or Moshi Monsters or something like that.	Other
Cool	Other
I love this game but i can't play it because when i launch it game crashes. Can i do something with it? My mobile: Huawei P8 Lite	Bug
Loved it	Other
artin	Other
Stop the ads	Advertising
Great game love it	Other
The best game I ever played	Other
Nice game and fun game mode keep up the good work.😁	Other
Others are lagging and they kill me first	Balance
Das spil ist cool	Other
Worst thing ever I hate it all you do is shoot with a gun and go to a sandbox so this is a copy of minecraft	Other
You can improve on it, for example if you brought something and you don't want it anymore you can make a button (sell) and automatically you get your coins back. Thank you.	Monetization
I can't play with my friend because we're in diferent leagues	Other
Trop cool	Other
Cooles spiel	Other
The coins and gems are too hard to earn	Monetization
Fix the next world	Other
Love it 8 downloaded it on every ipad,phone and tablet i got💗💗	Other
I was a captain but not any more great game oh yeah mr creator you should add mask editor wings(new message)=dude finaly a realistic cycle bro and pixel gun we fans keep hoping for the good work cant wait for the next update!!!(new)=bug fix please and add more things if you did it might me like minecraft 10 million downloads keep up the work!!!!!!	Other
It boring and it's so hard now to kill my stuff is hard to kill people	Balance
this game very good day la 1 game rat vui it very funny minh se cho 5 sao cam on da san xuat ra game nay thank you	Other
ADD is not cool	Advertising
I love how many guns that are out	Other
Best game in the world!!!!	Other
This is the best game ever on android  and ios !!	Other
Jo is cooler	Other
Cool ass game	Other
Good game I really loved it you have a pet to guess new update 10 out of 10 this is the first pixel Gun of all pixelated ever!!!	Other
This the nice game ever go download and invite me mistaken scout38 oh iya gw indo faforit sniper adaaallaah protoportype prok prok prok :)	Other
This game is amazing	Other
I didnt put 5 stars because I have opened 13 novice chests and the keeps giving the same reward one diamond my nama is: (^_^)	Other
Can you put this on Xbox	Other
Incredible.	Other
it is ok but hard to get money$$	Monetization
Lol i hate it	Other
Ist sehr cool	Other
I think they should add new weopeans every week	Other
Its so fun	Other
pixel gun omg I got my dads old phone and it had the vary old pixel gun on it so I decided to update it to the latest so when it was fineshed I loaded it up and when I came in it said cheat detected I spent 20 bucks on this game that I will never get back	Other
This is the best game on the play store for sure!! I love playing fps games and this is is the best one on the play store. It doesn't go ham on your device like NOVA 3 but the actual gameplay is better. I would give it a higher rating if I could.	Other
such a good game and i think you should download it😄😄😄	Other
Actually This Is So Beautiful I Hate Minecraft, But This Game Looks Different Than Minecraft The Graphics Looks Perfect And Others Are Very Stupid	Graphics
I think this game is......... The......best game ever in the world only bug Is........................... Nothing it's wait........ It's not great..................its e.x.e.l.e.n.t	Other
Its awesome :D	Other
Its good but too overpowered way to many varietys of guns hard to level up and hard to earn cash	Balance
Can you fix the sync data button. I lost all my stuff because I can't sync my data. I had the big buddy and other old guns and now I can't get them back.	Bug
Great game	Other
Great	Other
Cool game 😜	Other
Great controls	Other
It is very good game. I will give you 99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999 stars. {이게임은 아주 좋은 게임입니다. 저는 별을🔝이만큼 주겠습니다.	Other
